#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-26685	Mitochondrial 2-oxoisovalerate dehydrogenase complex	-	7227	CHEBI:57692(0)|CHEBI:58937(0)|CHEBI:83088(0)|Q7PLE6(0)|Q9VHB8(0)|Q9VVL7(0)|Q9VXY3(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005759(mitochondrial matrix)|GO:0003863(branched-chain 2-oxo acid dehydrogenase activity)|GO:0009083(branched-chain amino acid catabolic process)|GO:0160157(branched-chain alpha-ketoacid dehydrogenase complex)	complex portal:CPX-26685(complex-primary)|intenz:1.8.1.4(identity)|rhea:RHEA:15045(identity)|intenz:1.2.4.4(identity)|rhea:RHEA:13457(identity)|pubmed:38741935(see-also)|flybase:FBgg0001928(identity)	Catalyzes the conversion of alpha-keto acids derived from the branched-chain amino acids leucine, isoleucine and valine. to acyl-CoA and CO2, a step in the catabolism of branched chain amino acids.	The complex is organized around a 24-meric cubic core of the dihydrolipoyl transacylase (E2) with multiple (~6-12) copies of the branched-chain alpha-ketoacid dehydrogenase (E1), ~6 copies of the dimeric E3. The E1 component is a thiamine diphosphate-dependent enzyme consisting of two alpha subunits and two beta subunits. This multienzyme complex functions in the mitochondrial matrix to catalyze the oxidative decarboxylation of branched-chain alpha-ketoacids derived from the branched-chain amino acids leucine, isoleucine and valine. 	-	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	Q7PLE6(0)|Q9VHB8(0)|Q9VVL7(0)|Q9VXY3(0)
CPX-2090	DNA polymerase alpha:primase complex	DPOLA-DPOA2-PRI1-PRI2 complex|Alpha DNA polymerase:primase complex|heterotetrameric polymerase alpha holoenzyme|pol-prim|primosome|Pol alpha-primase complex|polymerase alpha-primase complex	7227	CHEBI:49883(1)|P26019(1)|Q24317(1)|Q9VB62(1)|Q9VPH2(1)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0003899(DNA-directed 5'-3' RNA polymerase activity)|GO:0005658(alpha DNA polymerase:primase complex)|GO:0006270(DNA replication initiation)|GO:0003697(single-stranded DNA binding)	intenz:2.7.7.7(identity)|pubmed:12806117(see-also)|qsproteome:QS121153(identity)|complex portal:CPX-2090(complex-primary)|flybase:FBgg0001209(identity)|pubmed:31933406(see-also)|rhea:RHEA:22508(identity)|pubmed:2128488(see-also)	Initiates DNA replication by synthesizing short RNA primers on the leading and lagging strand templates in a minimum of five steps: template binding, NTP binding, dinucleotide formation, extension to a functional RNA primer, and primer transfer to the PolA1 catalytic site for elongation into hybrid primers of about 35 nucleotides.	-	Heterotetramer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P26019(1)|Q24317(1)|Q9VB62(1)|Q9VPH2(1)
CPX-2096	Mitochondrial DNA polymerase gamma complex	Gamma DNA polymerase complex|Mitochondrial DNA polymerase	7227	Q27607(1)|Q9VJV8(1)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-863783	GO:0008296(3'-5'-exodeoxyribonuclease activity)|GO:0003887(DNA-directed DNA polymerase activity)|GO:0005760(gamma DNA polymerase complex)|GO:0005759(mitochondrial matrix)|GO:0003677(DNA binding)|GO:0006264(mitochondrial DNA replication)	intenz:2.7.7.7(identity)|pubmed:16464011(see-also)|qsproteome:QS122339(identity)|flybase:FBgg0001216(identity)|complex portal:CPX-2096(complex-primary)|rhea:RHEA:22508(identity)|pubmed:15537632(see-also)	 A high-fidelity mitochondrial 5'-3' polymerase responsible for the replication recombination and repair of mitochondrial DNA. Utilizes a wide variety of DNA substrates, being most efficient on substrates with high primer density. Also has a highly mispair-specific 3'-5' exonuclease activity 	-	Heterodimer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q27607(1)|Q9VJV8(1)
CPX-2224	Larval serum protein complex	LSP1 complex	7227	P11995(0)|P11996(0)|P11997(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005616(larval serum protein complex)|GO:0045735(nutrient reservoir activity)	flybase:FBgg0001781(identity)|qsproteome:QS121119(identity)|pubmed:410643(see-also)|pubmed:1703957(see-also)|complex portal:CPX-2224(complex-primary)	Storage protein complex which may serve as nutrient reserves to support metamorphosis and reproduction in feeding larvae	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P11995(0)|P11996(0)|P11997(0)
CPX-2230	RSF complex	Remodeling and spacing factor complex	7227	Q24368(0)|Q9VID9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0031491(nucleosome binding)|GO:0005700(polytene chromosome)|GO:0006338(chromatin remodeling)|GO:0140658(ATP-dependent chromatin remodeler activity)|GO:0031213(RSF complex)	flybase:FBgg0001789(identity)|qsproteome:QS190647(identity)|pubmed:18454204(see-also)|complex portal:CPX-2230(complex-primary)|intenz:3.6.4(identity)	A nucleosome remodeling complex that participates in chromatin assembly and facilitates DNA transcription. The RSF1 subunit functions as the histone chaperone through an association with the H3/H4 tetramer and is independent of the histone tails. The histone octamer (composed of H2A, H2B, H3 and H4) is required for the RSF complex to bind DNA. The Iswi subunit provides the energy for the nucleosome spacing activity and is dependent on the histone tails. May play a role in silent chromatin formation by promoting histone H2Av (P08985) replacement.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q24368(0)|Q9VID9(0)
CPX-2233	Signal peptidase complex	-	7227	O97066(0)|Q9VAL0(0)|Q9VCA9(0)|Q9VYY2(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004252(serine-type endopeptidase activity)|GO:0006465(signal peptide processing)|GO:0005787(signal peptidase complex)|GO:0005789(endoplasmic reticulum membrane)	flybase:FBgg0001452(identity)|pubmed:23573290(see-also)|intenz:3.4.21.89(identity)|qsproteome:QS117457(identity)|pubmed:29265467(see-also)|complex portal:CPX-2233(complex-primary)	Catalyzes the cleavage of N-terminal signal sequences of proteins targeted to the endoplasmic reticulum. The complex cleaves the signal peptides of most secretory and many membrane proteins as soon as the lumenal domain of the translocating polypeptide is large enough to expose its cleavage site to the enzyme, during the translocation of the protein through the translocon pore into the endoplasmic reticulum.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	O97066(0)|Q9VAL0(0)|Q9VCA9(0)|Q9VYY2(0)
CPX-2235	Signal recognition particle receptor complex	-	7227	Q9U5L1(0)|Q9VSN9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0003924(GTPase activity)|GO:0005047(signal recognition particle binding)|GO:0005785(signal recognition particle receptor complex)|GO:0006617(SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition)|GO:0016020(membrane)	flybase:FBgg0001282(identity)|qsproteome:QS117461(identity)|pubmed:15901661(see-also)|complex portal:CPX-2235(complex-primary)	Mediates the co-translational targeting of membrane and secretory proteins. The signal recognition particle (SRP, CPX-2657) binds to 9-12 large hydrophobic residues that constitute the signal sequences of nascent proteins as they emerge from the exit tunnel of the ribosome. The resulting targeting complex, composed of the SRP and the ribosome-nascent chain complex, then docks with the Signal recognition particle receptor. This interaction catalyzes the GTP-dependent transfer of the nascent chain from SRP to the protein translocation apparatus in the ER membrane. Following GTP hydrolysis, the complex dissociates.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q9U5L1(0)|Q9VSN9(0)
CPX-2237	STRIPAK complex	Striatin-interacting phosphatase and kinase complex	7227	D3DML3(0)|P23696(0)|P36179(0)|Q7K0E3(0)|Q8IRD5(0)|Q8SX68(0)|Q9VF70(0)|Q9VM65(0)|Q9W5R5(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0090443(FAR/SIN/STRIPAK complex)|GO:0004721(phosphoprotein phosphatase activity)|GO:0035330(regulation of hippo signaling)	qsproteome:QS195221(identity)|rhea:RHEA:20629(identity)|rhea:RHEA:47004(identity)|pubmed:20797625(see-also)|pubmed:24333164(see-also)|intenz:3.1.3.16(identity)|flybase:FBgg0000915(identity)|complex portal:CPX-2237(complex-primary)	Multisubunit protein phosphatase complex with striatin acting as the regulatory subunit. Key negative regulator of the Hippo pathway that controls tissue homeostasis and suppresses tumorigenesis.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	D3DML3(0)|P23696(0)|P36179(0)|Q7K0E3(0)|Q8IRD5(0)|Q8SX68(0)|Q9VF70(0)|Q9VM65(0)|Q9W5R5(0)
CPX-2243	Testis-specific gamma-tubulin ring complex	t-gammaTuRC complex	7227	P23257(0)|Q4LDP4(0)|Q8IRA1(0)|Q9VS91(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0007283(spermatogenesis)|GO:0000930(gamma-tubulin complex)|GO:0005813(centrosome)|GO:0007020(microtubule nucleation)	flybase:FBgg0001770(identity)|qsproteome:QS121125(identity)|pubmed:34660584(see-also)|complex portal:CPX-2243(complex-primary)	Tissue specific gamma-tubulin complex localized to the testis during spermatogenesis. Required for the nucleation of microtubules, the process in which several tubulin molecules interact to form a microtubule seed. Localised on the centromere.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P23257(0)|Q4LDP4(0)|Q8IRA1(0)|Q9VS91(0)
CPX-2245	Trithorax acetylation complex 1	TAC1 complex	7227	P20659(0)|Q9VGH9(0)|Q9W321(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0070775(H3 histone acetyltransferase complex)|GO:0035097(histone methyltransferase complex)|GO:0044016(histone acetyltransferase activity (H3-K4 specific))|GO:0042800(histone methyltransferase activity (H3-K4 specific))|GO:0005667(transcription regulator complex)|GO:0006355(regulation of transcription, DNA-templated)|GO:0005634(nucleus)	pubmed:22108599(see-also)|flybase:FBgg0000316(identity)|pubmed:14979030(see-also)|intenz:2.1.1.355(identity)|intenz:2.3.1.48(identity)|pubmed:17174895(see-also)|rhea:RHEA:45948(identity)|rhea:RHEA:60276(identity)|complex portal:CPX-2245(complex-primary)	 Histone H3 Lys-4 methyltransferase and histone acetyltransferase complex which activates transcription downstream of transcriptional initiation, potentially by promoting the elongation of noncoding RNAs that are responsible for transcriptional regulation of target genes. Maintains expression of homeotic genes throughout embryogenesis	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P20659(0)|Q9VGH9(0)|Q9W321(0)
CPX-2246	KEOPS tRNA N6-adenosine threonylcarbamoyltransferase complex	EKC/KEOPS complex|Kinase, endopeptidase and other proteins of small size/endopeptidase-like and kinase associated to transcribed chromatin complex|Threonyl-carbamoyl transferase complex|TCTC complex	7227	CHEBI:60240(0)|E1JIY8(0)|Q9VRJ6(0)|Q9VV41(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0061711(N(6)-L-threonylcarbamoyladenine synthase activity)|GO:1990145(maintenance of translational fidelity)|GO:0000408(EKC/KEOPS complex)	pubmed:34614169(see-also)|rhea:RHEA:17989(identity)|rhea:RHEA:46608(identity)|pubmed:28272317(see-also)|pubmed:25629598(see-also)|pubmed:23823807(see-also)|flybase:FBgg0001634(identity)|qsproteome:QS195253(identity)|intenz:2.7.11.1(identity)|intenz:2.3.1.234(identity)|rhea:RHEA:37059(identity)|complex portal:CPX-2246(complex-primary)	Catalyses the transfer of the threonylcarbamoyl-moiety of threonylcarbamoyladenylate (TCA) onto A37 of substrate tRNA in the cytoplasm. The N6-threonylcarbamoyladenosine (t6A) modification is present at position 37 of tRNAs that recognize ANN-codons, with N being any nucleotide, enhancing the codon-anti-codon interaction and is required for recognition of the AUG start codon. The modification is thus important for maintaining translational fidelity and also appears to play a role in transcription and telomere homeostasis. The unstable TCA intermediate is synthesised from ATP, threonine and bicarbonate by the Tcs1 (Q8SYJ9) enzyme. Appears to play a role in larval size and transformation to pupa.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	E1JIY8(0)|Q9VRJ6(0)|Q9VV41(0)
CPX-2248	General transcription factor complex TFIIA, TfIIA-S variant	-	7227	P52654(0)|P52656(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-276939	GO:0005672(transcription factor TFIIA complex)|GO:0000978(RNA polymerase II cis-regulatory region sequence-specific DNA binding)|GO:0005634(nucleus)|GO:0060261(positive regulation of transcription initiation from RNA polymerase II promoter)|GO:0051123(RNA polymerase II preinitiation complex assembly)	flybase:FBgg0000355(identity)|qsproteome:QS195239(identity)|pubmed:7958898(see-also)|pubmed:10908585(see-also)|complex portal:CPX-2248(complex-primary)	Transcription factor complex that regulates transcription initiation from RNA polymerase II promoters. Binding to the transcription factor complex TFIID-TBP enhances assembly of the transcriptional preinitiation complex PIC and its binding to the DNA at the TATA-box by displacing transcription inhibitors. Does not appear to be required for basal transcription but it stabilizes the TBP-DNA complex and stimulates constitutive transcription and activated transcription.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P52654(0)|P52656(0)
CPX-2251	General transcription factor complex TFIIA, TfIIA-S-2 variant	-	7227	P52654(0)|Q9W5B9(0)	ECO:0005546(biological system reconstruction evidence based on paralogy evidence used in manual assertion)	-	GO:0005634(nucleus)|GO:0005672(transcription factor TFIIA complex)|GO:0060261(positive regulation of transcription initiation from RNA polymerase II promoter)|GO:0051123(RNA polymerase II preinitiation complex assembly)|GO:0000978(RNA polymerase II cis-regulatory region sequence-specific DNA binding)	flybase:FBgg0000355(identity)|pubmed:10908585(see-also)|pubmed:7958898(see-also)|complex portal:CPX-2248(inferred-from)|qsproteome:QS117453(identity)|complex portal:CPX-2251(complex-primary)	Transcription factor complex that regulates transcription initiation from RNA polymerase II promoters. Binding to the transcription factor complex TFIID-TBP enhances assembly of the transcriptional preinitiation complex PIC and its binding to the DNA at the TATA-box by displacing transcription inhibitors. Does not appear to be required for basal transcription but it stabilizes the TBP-DNA complex and stimulates constitutive transcription and activated transcription.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P52654(0)|Q9W5B9(0)
CPX-2253	General transcription factor TFIIE complex	-	7227	O96880(0)|O96881(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-202925	GO:0005673(transcription factor TFIIE complex)|GO:0003690(double-stranded DNA binding)|GO:0005634(nucleus)|GO:0016251(RNA polymerase II general transcription initiation factor activity)|GO:0051123(RNA polymerase II preinitiation complex assembly)	pubmed:10908585(see-also)|pubmed:8650170(see-also)|flybase:FBgg0000348(identity)|qsproteome:QS199701(identity)|pubmed:9012800(see-also)|complex portal:CPX-2253(complex-primary)	General transcription factor complex which recruits TFIIH to complete the assembly of the preinitiation complex which forms on gene promoters during a transcription cycle and consists of Pol II (CPX-2625), general transcription factors (TFIID, TFIIA, TFIIB, TFIIF, TFIIE, and TFIIH) and the mediator complex (CPX-2308). Both subunits of the complex act to anchor the TFIIH kinase module (CAK) within the preinitiation complex. The TFIIE complex appears to directly influence the transition from initiation to elongation during transcription.	-	-	-	-	-	-	PSI-XML 2.5 interaction id 492	psi-mi:"MI:0469"(IntAct)	O96880(0)|O96881(0)
CPX-2255	General transcription factor TFIIF complex	-	7227	P41900(0)|Q05913(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005674(transcription factor TFIIF complex)|GO:0000977(RNA polymerase II transcription regulatory region sequence-specific DNA binding)|GO:0006367(transcription initiation from RNA polymerase II promoter)|GO:0006368(transcription elongation from RNA polymerase II promoter)|GO:0016251(RNA polymerase II general transcription initiation factor activity)|GO:0005634(nucleus)	pubmed:10908585(see-also)|flybase:FBgg0000349(identity)|qsproteome:QS189365(identity)|pubmed:7596813(see-also)|complex portal:CPX-2255(complex-primary)	TFIIF is a general transcription factor associated with RNA polymerase II (CPX-2625). It prevents the non-specific interaction of RNA Pol II with DNA and stabilizes the pre-initiation complex (PIC), in particular stabilizing TFIIB within the PIC, thus .promoting initiation and elongation. May also interact with paused Pol II causing a conformational change that facilitates the re-entry into elongation mode.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	P41900(0)|Q05913(0)
CPX-2258	General transcription factor TFIIH complex	-	7227	B7Z018(0)|O76513(0)|Q02870(0)|Q24216(0)|Q7KPG8(0)|Q7KVP9(0)|Q960E8(0)|Q9VNP8(0)|Q9VPX4(0)|Q9VUR1(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0043139(5'-3' DNA helicase activity)|GO:0005524(ATP binding)|GO:0006289(nucleotide-excision repair)|GO:0006367(transcription initiation from RNA polymerase II promoter)|GO:0005634(nucleus)|GO:0097472(cyclin-dependent protein kinase activity)|GO:0005675(transcription factor TFIIH holo complex)	intenz:3.6.4.12(identity)|pubmed:15354295(see-also)|pubmed:25431422(see-also)|pubmed:29664212(see-also)|pubmed:19008953(see-also)|qsproteome:QS115625(identity)|intenz:2.7.11.23(identity)|rhea:RHEA:13065(identity)|rhea:Rhea 17989(identity)|intenz:2.7.11.22(identity)|rhea:Rhea 10216(identity)|complex portal:CPX-2258(complex-primary)|rhea:Rhea 46608(identity)	General transcription factor involved in transcriptional initiation, activation and elongation, the cell cycle and nucleotide excision repair. The ATPase/helicase activities of ERCC2/xpd and ERCC3/hay are required for promoter melting at transcription initiation sites and damaged DNA opening at nucleotide excision repair sites and the protein kinase activity of CDK7 is necessary for phosphorylation of the C-terminal domain of the largest subunit of RNA polymerase II, other transcription factors and nuclear receptors.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	B7Z018(0)|O76513(0)|Q02870(0)|Q24216(0)|Q7KPG8(0)|Q7KVP9(0)|Q960E8(0)|Q9VNP8(0)|Q9VPX4(0)|Q9VUR1(0)
CPX-2261	TREX transcription-export complex	THO complex	7227	E2QCS8(0)|Q27268(0)|Q8IRJ8(0)|Q9V3E7(0)|Q9VHT2(0)|Q9VNI8(0)|Q9VTV1(0)|Q9W1F4(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0006406(mRNA export from nucleus)|GO:0000346(transcription export complex)|GO:0003729(mRNA binding)|GO:0034587(piRNA metabolic process)	flybase:FBgg0000603(identity)|qsproteome:QS189407(identity)|flybase:FBgg0000601(identity)|pubmed:34547226(see-also)|pubmed:27036967(see-also)|complex portal:CPX-2261(complex-primary)	Selectively binds maturing mRNA at the messenger ribonucleoprotein complex 5'-end, splice junctions, and 3'-end. Lcenses mRNA for nuclear export by loading the global mRNA-export factor NXF1-NXT. Essential for the biogenesis of piRNA, a distinct class of small noncoding RNAs that control expression of transposable elements (TEs) in the Drosophila germline. 	-	-	-	-	-	-	PSI-XML 2.5 interaction id 583	psi-mi:"MI:0469"(IntAct)	E2QCS8(0)|Q27268(0)|Q8IRJ8(0)|Q9V3E7(0)|Q9VHT2(0)|Q9VNI8(0)|Q9VTV1(0)|Q9W1F4(0)
CPX-2263	TREX-2 transcription-export complex	Anchoring and mRNA export complex	7227	Q9U3V9(0)|Q9VM46(0)|Q9VTL1(0)|Q9VYX1(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0045944(positive regulation of transcription by RNA polymerase II)|GO:0006406(mRNA export from nucleus)|GO:0070390(transcription export complex 2)	pubmed:33689068(see-also)|flybase:FBgg0000605(identity)|pubmed:27016737(see-also)|pubmed:33602059(see-also)|qsproteome:QS194133(identity)|complex portal:CPX-2263(complex-primary)	Couples SAGA (CPX-2644)-dependent gene expression and transcription elongation to mRNA export at the inner side of the nuclear pore complex (NPC). The TREX-2 complex is tethered to the inner side of the NPC and facilitates the repositioning and association of actively transcribing genes with nuclear pores (gene gating). Provides a feedback mechanism for the control of transcription and the preservation of genetic integrity of transcribed DNA regions.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q9U3V9(0)|Q9VM46(0)|Q9VTL1(0)|Q9VYX1(0)
CPX-2264	NuA4 histone acetyltransferase complex	DOM-A complex|DOM-A.C complex|TIP60 Complex	7227	A0A0B4KFP2(0)|P10981(0)|Q7K003(0)|Q7K012(0)|Q7K3D8(0)|Q8I8U7(0)|Q960X4(0)|Q9NDJ2-1(0)|Q9V3K3(0)|Q9VAM5(0)|Q9VH07(0)|Q9VKM6(0)|Q9VM63(0)|Q9VRN3(0)|Q9VWS0(0)|Q9Y0I1(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0035267(NuA4 histone acetyltransferase complex)|GO:0043138(3'-5' DNA helicase activity)|GO:0045893(positive regulation of transcription, DNA-templated)|GO:0043998(H2A histone acetyltransferase activity)|GO:0010485(H4 histone acetyltransferase activity)	pubmed:32432549(see-also)|flybase:FBgg0000287(identity)|intenz:3.6.4.12(identity)|rhea:RHEA:13065(identity)|rhea:RHEA:45948(identity)|intenz:2.3.1.48(identity)|complex portal:CPX-2264(complex-primary)	Histone acetyl transferase (HAT) complex involved in transcriptional activation of selected genes. The major acetylation targets are lysines-5, 8, and 12 on nucleosomal H4, K5 and K15 on H2A, histone variants H2AZ and H2AX.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A0A0B4KFP2(0)|P10981(0)|Q7K003(0)|Q7K012(0)|Q7K3D8(0)|Q8I8U7(0)|Q960X4(0)|Q9NDJ2-1(0)|Q9V3K3(0)|Q9VAM5(0)|Q9VH07(0)|Q9VKM6(0)|Q9VM63(0)|Q9VRN3(0)|Q9VWS0(0)|Q9Y0I1(0)
CPX-2265	TORC1 complex	-	7227	Q9VK45(0)|Q9W328(0)|Q9W437(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004674(protein serine/threonine kinase activity)|GO:0031931(TORC1 complex)|GO:0038202(TORC1 signaling)	intenz:2.7.11.1(identity)|rhea:RHEA:17989(identity)|rhea:RHEA:46608(identity)|flybase:FBgg0000906(identity)|qsproteome:QS117181(identity)|pubmed:22493059(see-also)|complex portal:CPX-2265(complex-primary)	Serine/threonine protein kinase complex that regulates cellular metabolism, growth and survival in response to hormones, growth factors, nutrients, energy and stress signals. The complex can be inhibited by rapamycin.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q9VK45(0)|Q9W328(0)|Q9W437(0)
CPX-2269	TORC2 complex	-	7227	Q9V719(0)|Q9VK45(0)|Q9VWJ6(0)|Q9W328(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004674(protein serine/threonine kinase activity)|GO:0038203(TORC2 signaling)|GO:0031932(TORC2 complex)	pubmed:22493059(see-also)|flybase:FBgg0001234(identity)|rhea:RHEA:17989(identity)|rhea:RHEA:46608(identity)|intenz:2.7.11.1(identity)|complex portal:CPX-2269(complex-primary)	Serine/threonine protein kinase complex that regulates cellular processes including cell growth, survival and organization of the cytoskeleton in response to hormones and growth factors. Lst8 is a non-essential component of the TORC2 complex.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q9V719(0)|Q9VK45(0)|Q9VWJ6(0)|Q9W328(0)
CPX-2270	TSC1-TSC2 complex	Tuberous sclerosis complex	7227	Q9VCC4(0)|Q9VCC9(0)|Q9VW83(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0033596(TSC1-TSC2 complex)|GO:0032007(negative regulation of TOR signaling)|GO:0005096(GTPase activator activity)	qsproteome:QS115265(identity)|pubmed:11390358(see-also)|pubmed:29187524(see-also)|flybase:FBgg0000905(identity)|pubmed:33023929(see-also)|complex portal:CPX-2270(complex-primary)	Acts as a GTPase-activating protein (GAP) for the small GTPase RHEB (Q9VND8) thus negatively regulating Tor (Q9VK45) signaling. TBC1d7 has been shown to interact with Tsc1 in drosophila and may act to stabilize the complex but does not appear to itself regulate Tor, instead affecting growth through insulin-related pathways.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q9VCC4(0)|Q9VCC9(0)|Q9VW83(0)
CPX-2271	TRAPPII complex	Transport protein particle II complex	7227	A1Z8I0(0)|Q7K2Q8(0)|Q9VA95(0)|Q9VF82(0)|Q9VFB7(0)|Q9VIL0(0)|Q9VLI9(0)|Q9VSY8(0)|Q9VUZ1(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:1990071(TRAPPII protein complex)|GO:0006888(endoplasmic reticulum to Golgi vesicle-mediated transport)|GO:0005085(guanyl-nucleotide exchange factor activity)|GO:0005794(Golgi apparatus)	flybase:FBgg0001234(identity)|pubmed:19934220(see-also)|pubmed:25453831(see-also)|qsproteome:QS194287(identity)|pubmed:29273580(see-also)|complex portal:CPX-2271(complex-primary)	Multimeric vesicle tethering complex involved in vesicle transport between endoplasmic reticulum and Golgi compartments and in the regulation of COPI vesicle coating. Acts as guanine exchange factors towards RAB proteins, primarily activating Rab11 (O18335), which acts at the late Golgi to recycle from endosomes, and traffic to the surface	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A1Z8I0(0)|Q7K2Q8(0)|Q9VA95(0)|Q9VF82(0)|Q9VFB7(0)|Q9VIL0(0)|Q9VLI9(0)|Q9VSY8(0)|Q9VUZ1(0)
CPX-2279	TRAPPIII complex	Transport protein particle III complex	7227	A1Z8I0(1)|Q7K2Q8(1)|Q8IRE3(1)|Q95TN1(0)|Q9VA95(1)|Q9VF82(1)|Q9VLI9(1)|Q9VPB6(0)|Q9VSY8(2)|Q9VUZ1(1)|Q9VW22(1)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:1990072(TRAPPIII protein complex)|GO:0006888(endoplasmic reticulum to Golgi vesicle-mediated transport)|GO:0005085(guanyl-nucleotide exchange factor activity)|GO:0005794(Golgi apparatus)	pubmed:34018214(see-also)|wwpdb:7B6R(subset)|wwpdb:7B6X(subset)|emdb:EMD-12057(subset)|emdb:EMD-12052(subset)|emdb:EMD-12056(subset)|emdb:7B70(subset)|emdb:EMD-12063(subset)|pubmed:25453831(see-also)|flybase:FBgg0001235(identity)|pubmed:29273580(see-also)|qsproteome:QS122395(identity)|wwpdb:7B6D(subset)|complex portal:CPX-2279(complex-primary)	Multimeric vesicle tethering complex involved in vesicle transport between endoplasmic reticulum and Golgi compartments and in the regulation of COPI vesicle coating. Acts as guanine exchange factors towards Rab proteins, primarily activates Rab1 (O18332), a master regulator of both the early secretory pathway and autophagy.	-	-	-	-	-	-	PSI-XML 2.5 interaction id 795	psi-mi:"MI:0469"(IntAct)	A1Z8I0(1)|Q7K2Q8(1)|Q8IRE3(1)|Q95TN1(0)|Q9VA95(1)|Q9VF82(1)|Q9VLI9(1)|Q9VPB6(0)|Q9VSY8(2)|Q9VUZ1(1)|Q9VW22(1)
